"User-ID","Location","Age"
"5492","pittsburgh, pennsylvania, usa","48"
"5498","cobourg, ontario, canada",NULL
"5499","lakeland, tennessee,","60"
"5501","reno, nevada, usa",NULL
"5505","earth, milky way, space",NULL
"5506","cortlandt manor, new york, usa","19"
"5507","ila, georgia, usa",NULL
"5513","salamanca, salamanca, spain","17"
"5517","milwaukee, wisconsin, usa","53"
"5526","dale city, virginia, usa","49"
"5531","san francisco, california, usa",NULL
"5535","bruxelles, bruxelles-capitale, belgium","22"
"5536","soquel, california, usa",NULL
"5537","barceloneta, puerto rico, usa",NULL
"5539","austin, texas, usa","32"
"5540","york, england, united kingdom","23"
"5543","cumberland, maryland, usa","29"
"5553","london, england, united kingdom","23"
"5555","perigny, poitou-charentes, france",NULL
"5559","lakeland, florida, usa","37"
"5562","london, n/a, united kingdom","26"
"5576","halifax, nova scotia, canada","23"
"5581","newtown, new south wales, australia","22"
"5582","seattle, washington, usa","26"
"5584","east greenwich, rhode island, usa",NULL
"5585","arlington, virginia, usa","39"
"5587","overton, hampshire, united kingdom",NULL
"5591","webster, florida, usa","58"
"5595","cheongju, choongbuk, south korea",NULL
"5599","edinburgh, ,","38"
"5600","dallas, texas, usa",NULL
"5604","hattenhofen, bayern, germany","48"
"5609","oradea, bihor, romania","25"
"5614","felgueiras, porto, portugal",NULL
"5615","torino, piemonte, italy",NULL
"5619","paris, n/a, france","52"
"5630","milano, lombardia, italy","29"
"5634","logroño, la rioja, spain","25"
"5636","lynchburg, virginia, usa",NULL
"5638","binghamton, new york, usa",NULL
"5639","roma, lazio, italy","34"
"5644","paris, ile de france, france","23"
"5649","rome, ,",NULL
"5653","sydney, new south wales, australia","13"
"5665","orlando, florida, usa","40"
"5666","bridgend, wales, united kingdom",NULL
"5669","chicago, illinois, usa",NULL
"5674","jackson, new jersey, usa","15"
"5677","hinsdale, illinois, usa",NULL
"5678","seattle, washington, usa",NULL
"5683","lancaster, pennsylvania, usa","16"
"5702","sydney, new south wales, australia","14"
"5703","gambier, ohio, usa",NULL
"5704","mapleton, queensland, australia","45"
"5705","rayleigh, england, united kingdom",NULL
"5709","bayan lepas, penang, malaysia","15"
"5710","austin, texas, usa","28"
"5722","providence, rhode island, usa","23"
"5725","glasgow, scotland, united kingdom",NULL
"5726","sheffield, derbyshire, united kingdom","57"
"5727","plymouth, minnesota, usa",NULL
"5728","cullowhee, north carolina, usa","22"
"5730","ottawa, ontario, canada","20"
"5737","newcastle, washington, usa","44"
"5741","redlands, california, usa","20"
"5746","los angeles, california, usa",NULL
"5747","miranda de ebro, burgos, spain","16"
"5757","zarautz, gipuzkoa, spain","37"
"5766","powder springs, georgia, usa","40"
"5768","boise, idaho, usa",NULL
"5769","christchurch, canterbury,","25"
"5770","london, england, united kingdom","37"
"5774","dallas, texas, usa","32"
"5775","melbourne, florida, usa","34"
"5777","the san francisco bay area, california, usa","2"
"5782","stillwater, minnesota, usa","62"
"5783","fullerton, california, usa","32"
"5784","halifax, nova scotia, canada","60"
"5788","crewe, england, united kingdom","30"
"5790","middlesbrough, england, united kingdom","34"
"5791","san francisco, california, usa",NULL
"5792","toronto, ontario,","16"
"5809","margate, new jersey, usa",NULL
"5815","rockville, maryland, usa",NULL
"5816","rennes, bretagne, france","19"
"5817","kansas city, kansas, usa",NULL
"5821","bilbao, bizkaia, spain","36"
"5830","sacramento, california, usa","19"
"5831","apple valley, minnesota, usa","43"
"5834","aachen, nordrhein-westfalen, germany","26"
"5850","seattle, ,",NULL
"5857","milano, lombardia, italy",NULL
"5860","sparta, illinois, usa","41"
"5861","rowland heights, california, usa","17"
"5866","rimersburg, pennsylvania, usa",NULL
"5867","new orleans, louisiana, usa","24"
"5868","lacey, washington, usa","47"
"5869","cambridge, east anglia, united kingdom",NULL
"5875","harrisburg, pennsylvania, usa","15"
"5878","wagga, new south wales, australia",NULL
"5882","vancouver, british columbia, canada",NULL
"5887","guatemala, guatemala, guatemala","21"
"5896","santa clarita, california, usa",NULL
"5899","ulm, baden-wuerttemberg, germany","25"
"5903","vienna, vienna, austria","25"
"5904","alexandria, virginia, usa","37"
"5905","mississauga, ontario, canada","57"
"5911","stockach, baden-wuerttemberg, germany",NULL
"5912","lisboa, n/a, portugal","24"
"5913","pittsburgh, pennsylvania, usa","65"
"5916","vermont, victoria, australia","31"
"5919","edmonton, alberta, canada",NULL
"5920","albany, oregon, usa","35"
"5922","bozeman, montana, usa","19"
"5932","honolulu, hawaii, usa",NULL
"5937","joliette, quebec, canada","34"
"5942","harrisburg, missouri, usa",NULL
"5946","fountain valley, california, usa",NULL
"5948","dallas, texas, usa",NULL
"5951","barcelona, barcelona, spain","48"
"5955","shasta lake, california, usa",NULL
"5956","indianapolis, indiana, usa","27"
"5958","regina, saskatchewan, canada","37"
"5963","san diego, california, usa","38"
"5964","needham, massachusetts, usa","26"
"5968","copenhagen k, n/a, denmark","38"
"5971","lisboa, lisboa, portugal","34"
"5981","new westminster, british columbia, canada",NULL
"5982","stafford, texas, usa",NULL
"5983","monterrey, nuevo leon, mexico","22"
"5984","mt. airy, maryland, usa","42"
"5988","grand prairie, texas, usa","49"
"5990","boise, idaho, usa","43"
"5991","berwick, pennsylvania, usa",NULL
"5995","rutland, vermont, usa","50"
"5998","seattle, washington, usa","32"
"6003","la mesa, california, usa","15"
"6004","como, lombardia, italy","37"
"6007","ajax, ontario, canada",NULL
"6011","sterling heights, michigan, usa","15"
"6012","christchurch, canterbury, new zealand",NULL
"6015","lacey, washington, usa",NULL
"6016","rochester, new york, usa",NULL
"6017","flintshire, wales, united kingdom","15"
"6018","chapel hill, north carolina, usa","38"
"6019","forster, new south wales, australia","12"
"6022","baton rouge, louisiana, usa","18"
"6025","san diego, california, usa",NULL
"6026","bangor, maine, usa",NULL
"6029","pine bush, new york, usa",NULL
"6033","sydney, new south wales, australia","17"
"6035","dana point, california, usa",NULL
"6036","brantford, ontario, canada","27"
"6037","poway, california, usa",NULL
"6041","davenport, florida, usa",NULL
"6051","austin, texas, usa","33"
"6052","hamburg, hamburg, germany","44"
"6058","melbourne, victoria, australia",NULL
"6061","nordhausen, thueringen, germany",NULL
"6066","townsville, queensland, australia","35"
"6068","vevey, vaud, switzerland","34"
"6069","frederick, maryland, usa",NULL
"6073","houston, texas, usa","28"
"6074","mt. juliet, tennessee, usa","30"
"6076","st. augustine beach, florida, usa",NULL
"6083","melbourne, victoria, australia","39"
"6091","silver spring, maryland, usa",NULL
"6092","weybridge, surrey, united kingdom",NULL
"6096","peoria heights, illinois, usa","26"
"6099","hannover, niedersachsen, germany","32"
"6102","jamaica, , usa","28"
"6103","somerville, massachusetts, usa","24"
"6107","haltern am see, nordrhein-westfalen, germany","32"
"6109","shoreview, minnesota, usa",NULL
"6112","st.petersburg, florida, usa","16"
"6113","sacramento, california, usa",NULL
"6114","watton at stone, england, united kingdom","40"
"6115","kerrville, texas, usa",NULL
"6120","elizabethtown, kentucky, usa","36"
"6121","brighton, east sussex, united kingdom",NULL
"6124","newark, delaware, usa","26"
"6125","boca raton, florida, usa",NULL
"6126","landshut, bayern, germany","20"
"6135","littleton, colorado, usa",NULL
"6139","halifax, ,","24"
"6142","dublin, eire, ireland","40"
"6153","bronx, new york, usa",NULL
"6155","encino, california, usa",NULL
"6156","kansas city, missouri, usa",NULL
"6168","staten island, new york, usa",NULL
"6169","spring lake park, minnesota, usa",NULL
"6170","lodz, n/a, poland",NULL
"6173","orleans, ontario, canada","16"
"6177","muncie, indiana, usa","20"
"6178","topeka, ,",NULL
"6184","vienna, virginia, usa","13"
"6192","duisburg, nordrhein-westfalen, germany",NULL
"6193","brooklyn, new york, usa","17"
"6196","burbank, california, usa",NULL
"6207","rennes, ille et vilaine, france","23"
"6210","oxford, oxfordshire, united kingdom","20"
"6216","torino, piemonte, italy",NULL
"6217","eugene, oregon, usa",NULL
"6218","toronto, ontario, canada",NULL
"6226","madison, alabama, usa","40"
"6229","navarre, florida, usa","38"
"6236","prince george, virginia, usa",NULL
"6238","silsden, keighley, west yorkshire, united kingdom","38"
"6239","emporia, kansas, usa",NULL
"6242","calgary, alberta, canada",NULL
"6243","maineville, ohio, usa",NULL
"6247","memphis, tennessee, usa","26"
"6249","el dorado, kansas, usa",NULL
"6251","wahiawa, hawaii, usa","32"
"6252","albury, new south wales, australia","32"
"6253","inverness, scotland, united kingdom","39"
"6254","enfield, connecticut, usa",NULL
"6259","newmarket, ontario, canada","19"
"6261","intervale, new hampshire, usa","46"
"6263","hannover, , germany","19"
"6264","plantation, florida, usa","53"
"6265","polk city, florida, usa","69"
"6268","wolfenbüttel, niedersachsen, germany",NULL
"6273","camerota (sa), campania, italy",NULL
"6274","rome, lazio, italy","22"
"6276","bal harbour, florida, usa",NULL
"6280","a coruña, , spain","46"
"6282","tübingen, baden-württemberg, germany",NULL
"6284","beja, baixo-alentejo, portugal","40"
"6285","river john, nova scotia, canada","70"
"6289","valley village, california, usa",NULL
"6295","padova, veneto, italy","30"
"6298","thornhill, ontario, canada","52"
"6302","sidney, british columbia, canada","69"
"6308","wisconsin rapids, wisconsin, usa",NULL
"6312","raytown, missouri, usa","32"
"6313","mexico, n/a, mexico","35"
"6318","ann arbor, michigan, usa","24"
"6323","wilmington, north carolina, usa","35"
"6325","valongo, n/a, portugal","23"
"6330","letchworth garden city, england,","37"
"6332","chagnon, n/a, france","27"
"6333","san jose, california, usa","45"
"6336","almonte, ontario, canada","41"
"6337","melbourne, victoria, australia","52"
"6338","rochester, new york, usa","18"
"6339","christchurch, n/a, new zealand","16"
"6345","lake geneva, wisconsin, usa","29"
"6347","quispamsis, new brunswick, canada","19"
"6348","lexington, south carolina, usa",NULL
"6349","pinson, alabama, usa","66"
"6360","ourense, galicia, spain","21"
"6363","long beach, washington, usa",NULL
"6364","middletown, ohio, usa","32"
"6365","st kilda west, victoria, australia",NULL
"6366","madrid, madrid, spain","20"
"6367","beverly hills, california, usa",NULL
"6368","spartanburg, south carolina, usa","26"
"6376","omaha, nebraska, usa",NULL
"6389","phoenix, arizona, usa",NULL
"6392","gardena, california,",NULL
"6394","mill creek, washington, usa","43"
"6397","honolulu, hawaii, usa","59"
"6398","dallas, texas, usa","20"
"6400","fairhope, alabama, usa","38"
"6401","aloha, oregon, usa",NULL
"6410","garmisch-partenkirchen, bayern, germany","61"
"6411","lyon, rhône, france","17"
"6415","salt lake city, utah, usa",NULL
"6424","huntsburg, ohio, usa",NULL
"6431","wylie, texas, usa","30"
"6432","burnaby, british columbia, canada","21"
"6436","excelsior, minnesota, usa",NULL
"6440","santa marta, salamanca, spain","25"
"6443","kittery, maine, usa","30"
"6445","paris, paris, france","29"
"6450","vancouver, british columbia, canada","26"
"6452","santa rosa, california, usa",NULL
"6456","st. louis, missouri, usa","25"
"6460","grand forks, british columbia, canada",NULL
"6462","cary, north carolina, usa","22"
"6466","worcester, massachusetts, usa","44"
"6470","temecula, california, usa",NULL
"6472","waldorf, maryland, usa","31"
"6478","san antonio, texas, usa",NULL
"6489","ankeny, iowa, usa",NULL
"6492","edmonton, alberta, canada","35"
"6493","winnipeg, manitoba, canada",NULL
"6497","plant city, florida, usa",NULL
"6501","monterey, california, usa","25"
"6505","topeka, kansas, usa","56"
"6507","san sebastián, guipúzcoa, spain","26"
"6509","munich, bayern, germany","37"
"6514","miamisburg, ohio, usa","20"
"6516","christchurch, canterbury, new zealand","22"
"6524","larnaca, n/a, cyprus","104"
"6529","lisboa, n/a, portugal","24"
"6532","new westminster, british columbia, canada",NULL
"6535","lisbon, lisbon, portugal","26"
"6537","norfolk, ,","28"
"6543","strafford, missouri, usa","34"
"6545","winnipeg, manitoba, canada","25"
"6548","pasto, nariño, colombia","58"
"6555","williams lake bc, british columbia, canada",NULL
"6556","bentonville, arkansas, usa",NULL
"6563","burien, washington, usa","31"
"6564","lisboa, estremadura, portugal","37"
"6566","port angeles, washington, usa",NULL
"6568","ojai, california, usa",NULL
"6574","glendora, california, usa","62"
"6575","seattle, washington, usa",NULL
"6577","coral springs, florida, usa","62"
"6582","solon, ohio, usa","35"
"6592","brooks, alberta, canada","37"
"6597","chicago, illinois, usa",NULL
"6599","lacey, washington, usa",NULL
"6601","albuquerque, new mexico, usa",NULL
"6603","abrantes, n/a, portugal","31"
"6604","vallejo, california, usa","48"
"6606","milano, lombardia, italy","35"
"6608","los angeles, california, usa","23"
"6611","oradea, n/a, romania","22"
"6618","logroño, la rioja, spain","25"
"6625","palermo, sicilia, italy","38"
"6629","hazen, north dakota, usa","19"
"6635","boise, ,","22"
"6637","las vegas, nevada, usa","30"
"6648","hilton head, south carolina, usa","70"
"6651","lawrence, kansas, usa","22"
"6652","frankfort, kentucky, usa","41"
"6654","nordheim (württ), baden-wuerttemberg, germany","65"
"6655","enschede, overijssel, netherlands","22"
"6656","cartes, cantabria, spain","39"
"6657","schenectady, new york, usa",NULL
"6661","kittanning, pennsylvania, usa",NULL
"6662","toronto, ontario, canada","31"
"6667","bathurst, new brunswick, canada",NULL
"6670","union, new jersey, usa","54"
"6671","altoona, wisconsin, usa","54"
"6673","palm harbor, florida, usa","66"
"6678","hudson, quebec, canada",NULL
"6679","myrtle beach, south carolina, usa",NULL
"6680","walled lake, michigan, usa","17"
"6682","los angeles, california, usa","16"
"6684","zarautz, n/a, spain","24"
"6689","east lansing, michigan, usa",NULL
"6694","c., calabria, italy",NULL
"6697","gillette, wyoming, usa","36"
"6698","orlando, florida, usa","20"
"6700","adrian, missouri, usa","21"
"6703","cadiz, andalucia, spain","24"
"6704","san francisco, california, usa","32"
"6710","tulsa, oklahoma, usa","30"
"6712","78126 königsfeld, baden-wuerttemberg, germany","104"
"6715","las rozas, manitoba, spain","25"
"6724","vitoria, alava, spain","26"
"6731","buford, georgia, usa","29"
"6735","ottawa, ontario, canada",NULL
"6737","seattle, washington, usa",NULL
"6741","whitehorse, yukon territory, canada",NULL
"6745","lund, skåne, sweden","24"
"6746","laurel, maryland, usa",NULL
"6761","red wing, minnesota, usa","53"
"6763","lebanon, pennsylvania, usa",NULL
"6764","skippack, pennsylvania, usa",NULL
"6766","edmonton, alberta, canada","66"
"6768","cahokia, illinois, usa","35"
"6769","olympia, washington, usa","56"
"6770","sheffield, england, united kingdom","68"
"6772","calgary, ,",NULL
"6778","addison, texas, usa",NULL
"6781","hopewell, virginia, usa","22"
"6782","hopewell, virginia, usa","22"
"6786","ansonia, connecticut, usa",NULL
"6787","palatka, florida, usa",NULL
"6788","big rock, illinois, usa",NULL
"6789","boise, idaho, usa",NULL
"6792","waveland, indiana, usa",NULL
"6795","portland, oregon, usa","31"
"6797","fostoria, ohio, usa","53"
"6798","atlanta, georgia, usa",NULL
"6800","dumas, arkansas, usa",NULL
"6801","tumwater, washington, usa",NULL
"6803","austin, texas, usa",NULL
"6808","munich, bavaria, germany",NULL
"6810","bloomington, illinois, usa",NULL
"6815","indianapolis, indiana, usa","24"
"6820","falls church, virginia, usa","46"
"6822","fort mcmurray, alberta, canada",NULL
"6824","richardson, texas, usa",NULL
"6829","manchester, england, united kingdom",NULL
"6831","yakima, washington, usa","14"
"6832","ann arbor, michigan, usa",NULL
"6840","gloucester, massachusetts, usa","17"
"6851","verbania, piemonte, italy","21"
"6853","ft pierce, florida, usa",NULL
"6854","fort pierce, florida, usa",NULL
"6855","mortagne sur sevre, pays de loire, france","41"
"6858","ottawa, ontario, canada","21"
"6865","north richland hills, texas, usa","40"
"6866","paris, ile de france, france","51"
"6867","wellfleet, massachusetts, usa","23"
"6868","milan, lombardia, italy",NULL
"6869","winnipeg, manitoba, canada","15"
"6871","raleigh, north carolina, usa","28"
"6872","wilton, connecticut, usa",NULL
"6873","mexico, missouri, usa","75"
"6877","mantova, lombardia, italy","20"
"6883","oxford, england, united kingdom","23"
"6884","north liberty, indiana, usa","25"
"6889","vic, barcelona, spain","20"
"6891","rennes, bretagne, france",NULL
"6892","leiderdorp, zuid holland, netherlands",NULL
"6893","cartersville, georgia, usa","20"
"6894","colorado springs, colorado, usa","20"
"6900","sunnyvale, california, usa","25"
"6906","cedar rapids, iowa, usa","63"
"6910","bothell, washington, usa",NULL
"6912","reston, virginia, usa",NULL
"6914","bridgeview, illinois, usa","27"
"6917","boise, idaho, usa","39"
"6924","bonne terre, missouri, usa","42"
"6929","santiago de compostela, galicia, spain","22"
"6931","fort collins, colorado, usa","44"
"6940","new orleans, louisiana, usa","32"
"6941","cincinnati, ohio, usa","17"
"6944","santa rosa, california, usa",NULL
"6946","waltham, massachusetts, usa","33"
"6950","memphis, tennessee, usa",NULL
"6958","durham, north carolina, usa",NULL
"6965","rochester, minnesota, usa",NULL
"6966","winter haven, florida, usa","42"
"6967","san diego, california, usa",NULL
"6968","li, new york, usa","28"
"6969","bath, england, united kingdom","29"
"6975","victoria, british columbia, canada",NULL
"6988","yuma, arizona, usa",NULL
"6989","lehighton, pennsylvania, usa","18"
"6990","omaha, nebraska, usa","29"
"6991","jackson, michigan, usa",NULL
"6998","roma, lazio, italy","33"
"7000","beaconsfield, quebec, canada","14"
"7002","branch, louisiana, usa","32"
"7007","columbiana, alabama, usa",NULL
"7010","joplin, missouri, usa","27"
"7020","manchester, england, united kingdom",NULL
"7021","chula vista, california, usa","39"
"7026","calgary, alberta, canada",NULL
"7031","summit, new jersey, usa",NULL
"7033","toronto, ontario, canada","29"
"7035","windsor, connecticut, usa","42"
"7037","san antonio, texas, usa",NULL
"7050","westbank, british columbia, canada",NULL
"7053","iowa city, iowa, usa","29"
"7055","freeport, illinois, usa","64"
"7056","pickering, ontario, canada","31"
"7058","heathcote, victoria, australia","38"
"7060","wild rose, wisconsin, usa","16"
"7064","sarasota, florida, usa",NULL
"7065","irving, texas, usa","37"
"7071","chico and san francisco, california, usa",NULL
"7072","bismarck, north dakota, usa","11"
"7078","brookline, new hampshire, usa",NULL
"7079","aurora, ontario, canada",NULL
"7082","carlisle, pennsylvania, usa",NULL
"7084","pocahontas, arkansas, usa","22"
"7088","little rock, arkansas, usa",NULL
"7097","arruda dos vinhos, n/a, portugal","33"
"7105","chertsey, england, united kingdom",NULL
"7106","stein, bayern, germany","33"
"7107","chester, pennsylvania, usa",NULL
"7108","collinsville, illinois, usa",NULL
"7112","bakum, niedersachsen, germany","0"
"7119","rock hill, missouri, usa","66"
"7125","apo, ae, usa","28"
"7128","apo, ae, usa","8"
"7132","málaga, málaga, spain","44"
"7134","bothell, washington, usa","23"
"7137","sevilla, sevilla, spain","30"
"7139","pamplona, navarra, spain","24"
"7142","brisbane, queensland, australia","26"
"7154","dronten, ,",NULL
"7155","vienna, n/a, austria","32"
"7156","st. louis, missouri, usa","20"
"7158","omaha, nebraska, usa","30"
"7160","fort atkinson, wisconsin, usa","24"
"7161","milon keynes, buckinghamshire, united kingdom","16"
"7162","schoolcraft, michigan, usa",NULL
"7164","bologna, emilia romagna, italy",NULL
"7170","treviso, veneto, italy","25"
"7180","pamplona, navarra, spain","24"
"7181","oviedo, asturias, spain","24"
"7183","frederick, ,",NULL
"7185","happy valley goose bay, newfoundland, canada",NULL
"7188","athens, georgia, usa",NULL
"7189","pace, florida, usa",NULL
"7190","milano, lombardia, italy","37"
"7193","prosperity, pennsylvania, usa",NULL
"7194","richmond, virginia, usa","25"
"7197","henderson, nevada, usa","36"
"7198","badajoz, extremadura, spain","30"
"7199","marietta, georgia, usa",NULL
"7202","barcelona, catalunya, spain","21"
"7205","norwich, england, united kingdom","31"
"7207","vigo, , spain","25"
"7208","lisboa, n/a, portugal","19"
"7210","rothesay, new brunswick, canada",NULL
"7215","buenos aires, buenos aires, argentina","34"
"7218","la crescenta, california, usa","31"
"7221","padova, veneto, italy","19"
"7226","little rock, arkansas, usa",NULL
"7228","redondo beach, california, usa",NULL
"7233","victoria, british columbia, canada",NULL
"7234","phoenix, arizona, usa",NULL
"7236","spokane, washington, usa",NULL
"7247","port clinton, ohio, usa",NULL
"7248","virginia beach, virginia, usa","22"
"7253","augusta, georgia, usa","32"
"7257","prince george, british columbia, canada",NULL
"7259","raeford, north carolina, usa",NULL
"7261","lawrence, ,",NULL
"7262","abingdon, virginia, usa","25"
"7265","savona, liguria, italy","65"
"7266","niagara falls, new york, usa",NULL
"7268","terrace park, ohio, usa",NULL
"7272","port of spain, none, trinidad and tobago",NULL
"7275","köln, nordrhein-westfalen, germany","22"
"7277","palm coast, florida, usa",NULL
"7283","saint marys, georgia, usa","30"
"7286","pasco, washington, usa","28"
"7300","rijeka, n/a, croatia",NULL
"7301","worcester, massachusetts, usa","25"
"7303","scott, arkansas, usa","29"
"7306","carpinteria, california, usa","29"
"7310","idaho springs, colorado, usa","46"
"7312","walnut ridge, arkansas, usa","23"
"7316","coralville, iowa, usa",NULL
"7317","corbridge, northumberland, united kingdom","39"
"7318","muskegon, michigan, usa","34"
"7319","pittsburgh, pennsylvania, usa","23"
"7326","st. louis, missouri, usa","44"
"7330","baton rouge, louisiana, usa",NULL
"7337","oakville, ontario, canada",NULL
"7338","roswell, georgia, usa","33"
"7341","half moon bay, california, usa",NULL
"7343","vienna, vienna, austria","26"
"7346","sunnyvale, california, usa","49"
"7348","edmonton, alberta, canada","24"
"7352","houston, texas, usa","53"
"7360","new milford, connecticut, usa","40"
"7361","fitchburg, massachusetts, usa","43"
"7363","pasadena, texas, usa",NULL
"7364","ithaca, new york, usa","26"
"7366","webster, massachusetts, usa","14"
"7371","winnipeg, manitoba, canada","26"
"7374","den haag, n/a, netherlands","33"
"7377","tampa, florida, usa","41"
"7384","miami, florida, usa","28"
"7392","jacksonville, florida, usa","34"
"7397","healdsburg, california, usa",NULL
"7398","naperville, illinois, usa","19"
"7400","oregon city, oregon, usa","22"
"7403","terrell, texas, usa","14"
"7404","cambridge, massachusetts, usa",NULL
"7407","ambler, pennsylvania, usa",NULL
"7409","west vancouver, british columbia, canada",NULL
"7410","bratislava, n/a, slovakia",NULL
"7412","woodbridge, virginia,",NULL
"7418","multiple, traveling nurse do 3 months at a time all over us, usa","34"
"7419","tenino, washington, usa","25"
"7424","brooklyn, new york, usa","32"
"7426","la, california, usa",NULL
"7429","pollock pines, california, usa","73"
"7431","san francisco, california, usa","25"
"7432","austin, texas, usa",NULL
"7434","chateaudun, centre, france","24"
"7435","mangonui, northland, new zealand",NULL
"7437","leeds, england, united kingdom",NULL
"7440","los osos, california, usa","25"
"7441","north vancouver, british columbia, canada","19"
"7454","toronto, ontario, canada","29"
"7456","new york city, northwest territories, usa",NULL
"7463","rosemont, pennsylvania, usa",NULL
"7467","brookline, massachusetts, usa","26"
"7469","woodstock, georgia, usa","18"
"7471","new york, new york, usa","36"
"7474","eagle, idaho, usa","50"
"7478","culver city, california, usa","34"
"7481","koeln, nordrhein-westfalen, germany","23"
"7482","macarthur, west virginia, usa","49"
"7495","northglenn, colorado, usa","43"
"7500","bangkok, bangkok, thailand","20"
"7507","montreal, quebec, canada","24"
"7509","manhattan beach, california, usa",NULL
"7511","hickory, north carolina, usa","30"
"7517","roseville, minnesota, usa","29"
"7520","ottawa, ontario, canada","13"
"7523","st. louis, missouri, usa","35"
"7524","gloucester, massachusetts, usa","27"
"7525","perth, western australia, australia","33"
"7526","chelsea, victoria, australia","33"
"7528","arlington heights, illinois, usa",NULL
"7531","warsaw, n/a, poland",NULL
"7538","st. mary`s city, maryland, usa",NULL
"7547","leipzig, sachsen, germany","36"
"7548","barcelona, cataluña, spain","25"
"7551","dublin, ohio, usa",NULL
"7552","barcelona, barcelona, spain","25"
"7553","newark, delaware, usa",NULL
"7556","boursin, , france","50"
"7557","graham, washington, usa","23"
"7559","beijing, n/a, china","30"
"7560","la paz, bolivia, bolivia",NULL
"7562","culver city, california, usa",NULL
"7565","grosse pointe, michigan, usa",NULL
"7569","tulsa, , usa","22"
"7573","ancaster, ontario, canada","22"
"7574","portland, maine, usa",NULL
"7576","san francisco, california, usa","38"
"7600","kimberling city, missouri, usa","62"
"7604","vero beach, florida, usa",NULL
"7607","staines, england, united kingdom",NULL
"7610","columbus, georgia, usa",NULL
"7614","santa cruz, california, usa","24"
"7617","madison, tennessee, usa",NULL
"7620","knoxville, tennessee, usa","21"
"7621","victoria, british columbia, canada",NULL
"7629","surrey, british columbia, canada","21"
"7630","lincoln, nebraska, usa","49"
"7634","barrie, ontario, canada",NULL
"7637","tavistock, ontario, canada","28"
"7650","clarksville, tennessee, usa","21"
"7651","olive branch, mississippi, usa","21"
"7661","bensalem, pennsylvania, usa","21"
"7662","hong kong, n/a,",NULL
"7665","venice, california, usa","30"
"7667","barakaldo, vizcaya, spain","16"
"7676","albuquerque, new mexico, usa",NULL
"7680","sao paulo, sao paulo, brazil","57"
"7684","talking rock, georgia, usa",NULL
"7708","karlsruhe, baden-wuerttemberg, germany","18"
"7712","oldenburg, niedersachsen, germany","26"
"7714","firenze, toscana, italy",NULL
"7720","lyon, rhône, france","25"
"7721","adelaide, south australia, australia",NULL
"7722","eugene, oregon, usa",NULL
"7723","fenton, missouri, usa",NULL
"7732","san francisco, california, usa","47"
"7736","richmond, california, usa",NULL
"7744","pembroke pines, florida, usa","34"
"7745","metro manila, n/a, philippines",NULL
"7754","stockbridge, massachusetts, usa","20"
"7769","washington, dc, usa","30"
"7784","cologne, nordrhein-westfalen, germany","35"
"7788","dunedin, otago, new zealand","19"
"7792","pompton plains, new jersey, usa","60"
"7793","hamburg, hamburg, germany",NULL
"7796","cadiz, n/a, spain","34"
"7809","seattle, washington, usa",NULL
"7819","seattle, ,","27"
"7820","saratoga, california, usa","20"
"7821","brisbane, queensland, australia","76"
"7825","norwich, england, united kingdom","22"
"7834","portland, oregon, usa",NULL
"7841","salt lake city, utah, usa",NULL
"7842","strathpine, queensland, australia","44"
"7844","phoenix, arizona, usa","24"
"7845","lisboa, n/a, portugal","37"
"7853","milano, lombardia, italy",NULL
"7856","drachten, friesland, netherlands",NULL
"7860","northfield, massachusetts, usa",NULL
"7864","klang, selangor, malaysia","17"
"7867","sankt augustin, nordrhein-westfalen, germany",NULL
"7874","damascus, maryland, usa","25"
"7875","pomona, california, usa","19"
"7877","eagan, minnesota, usa","41"
"7881","london, ontario, canada","23"
"7882","milwaukee, wisconsin, usa","34"
"7884","marietta, georgia, usa",NULL
"7886","kansas city, missouri, usa","27"
"7887","altoona, pennsylvania, usa","23"
"7889","wengen, bern, switzerland","18"
"7890","newport coast, california, usa",NULL
"7893","sault ste. marie, ontario, canada","44"
"7895","bologna, emilia romagna, italy","51"
"7908","ventura, california, usa","18"
"7909","hopewell junction, new york, usa","56"
"7913","mission hills, california, usa","43"
"7915","st. paul, minnesota, usa",NULL
"7916","marysville, ,",NULL
"7918","rowlett, texas, usa",NULL
"7924","fort pierce, florida, usa","62"
"7928","durand, michigan, usa","39"
"7930","vancouver, british columbia, canada",NULL
"7936","valencia, valencia, spain","51"
"7939","roma, italy, italy","38"
"7941","carmel, california, usa",NULL
"7942","el cajon, california, usa","17"
"7945","east windsor, new jersey, usa","59"
"7946","braga, braga, portugal","19"
"7947","rockville, maryland, usa",NULL
"7954","rockford, michigan, usa",NULL
"7958","oeiras, lisbon, portugal","27"
"7959","tallahassee, florida, usa",NULL
"7961","grand island, new york, usa","32"
"7962","albuquerque, new mexico, usa","54"
"7965","hilliard, ohio, usa","15"
"7970","new york, new york, usa",NULL
"7976","el masnou, barcelona, spain","63"
"7980","cambridge, massachusetts, usa","34"
"7982","saugatuck, michigan, usa",NULL
"7983","longview, washington, usa","26"
"7984","memphis, tennessee, usa","30"
"7994","newport, rhode island, usa",NULL
"7998","beaverton, oregon, usa","39"
"8003","red deer, alberta, canada",NULL
"8006","milton, massachusetts, usa","34"
"8016","tallahassee, florida, usa","38"
"8018","kirkwood, ,",NULL
"8019","toronto, ontario, canada",NULL
"8027","burlington, vermont, usa",NULL
"8033","chicago, illinois, usa",NULL
